ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20230014546,1,Dry,1
T20230017328,9,Unk.,1
T20230014552,2,Wet,1
T20230014554,2,Wet,1
T20230014544,9,Unk.,1
T20230014486,2,Wet,1
T20230014542,2,Wet,1
T20230014537,2,Wet,1
T20230014536,1,Dry,0
T20230014494,1,Dry,1
T20230014535,1,Dry,1
T20230014534,1,Dry,0
T20230016071,1,Dry,1
T20230014555,1,Dry,1
T20230014493,1,Dry,0
T20230014558,2,Wet,1
T20230014529,1,Dry,1
T20230014502,1,Dry,1
T20230014561,2,Wet,1
T20230014507,1,Dry,0
T20230014508,1,Dry,1
T20230014560,2,Wet,0
T20230014513,1,Dry,0
T20230014498,1,Dry,1
T20230014527,1,Dry,1
T20230014517,1,Dry,1
T20230014583,1,Dry,1
T20230014585,2,Wet,1
T20230014647,1,Dry,0
T20230014592,2,Wet,0
T20230014649,1,Dry,1
T20230014601,2,Wet,0
T20230014608,1,Dry,0
T20230014614,2,Wet,1
T20230014620,2,Wet,1
T20230014623,1,Dry,0
T20230014627,1,Dry,0
T20230014629,1,Dry,1
T20230014630,1,Dry,1
T20230014652,1,Dry,0
T20230014632,1,Dry,1
T20230014656,1,Dry,0
T20230014657,2,Wet,0
T20230014633,1,Dry,0
T20230014634,1,Dry,1
T20230014636,1,Dry,1
T20230014639,1,Dry,1
T20230014641,1,Dry,0
T20230014642,1,Dry,1
T20230015993,2,Wet,0
T20230021850,1,Dry,0
T20230014849,9,Unk.,1
T20230014607,2,Wet,1
T20230014684,1,Dry,1
T20230015703,9,Unk.,0
T20230014826,1,Dry,0
T20230014809,1,Dry,1
T20230014994,2,Wet,1
T20230023091,1,Dry,0
T20230014565,2,Wet,0
T20230014574,2,Wet,0
T20230014575,2,Wet,1
T20230014579,9,Unk.,1
T20230014582,2,Wet,0
T20230016567,1,Dry,1
T20230014707,1,Dry,0
T20230014682,1,Dry,0
T20230018006,3,Muddy,1
T20230014703,2,Wet,1
T20230014731,1,Dry,1
T20230016425,9,Unk.,0
T20230014677,1,Dry,1
T20230014709,1,Dry,1
T20230014711,2,Wet,0
T20230014702,2,Wet,0
T20230014655,1,Dry,1
T20230014713,1,Dry,0
T20230014661,1,Dry,1
T20230015739,1,Dry,1
T20230014667,1,Dry,1
T20230014668,1,Dry,1
T20230014669,2,Wet,1
T20230014671,1,Dry,0
T20230014672,1,Dry,0
T20230014674,1,Dry,0
T20230014683,2,Wet,0
T20230014714,1,Dry,0
T20230014716,2,Wet,1
T20230019098,2,Wet,0
T20230014949,2,Wet,1
T20230014732,2,Wet,1
T20230014940,9,Unk.,1
T20230014691,1,Dry,0
T20230014696,2,Wet,0
T20230014686,1,Dry,0
T20230014717,2,Wet,0
T20230014718,2,Wet,0
T20230014689,1,Dry,1
T20230014770,2,Wet,0
T20230014721,1,Dry,1
T20230014726,2,Wet,0
T20230014697,1,Dry,1
T20230014730,2,Wet,0
T20230014937,3,Muddy,0
T20230014701,2,Wet,0
T20230015810,9,Unk.,1
T20230015387,1,Dry,0
T20230015372,2,Wet,1
T20230014824,2,Wet,0
T20230014748,2,Wet,1
T20230016046,1,Dry,0
T20230015108,1,Dry,0
T20230014698,2,Wet,0
T20230014827,2,Wet,0
T20230014739,1,Dry,1
T20230014734,1,Dry,1
T20230014733,1,Dry,1
T20230017824,1,Dry,0
T20230014793,1,Dry,1
T20230014788,2,Wet,1
T20230014785,2,Wet,1
T20230014784,1,Dry,1
T20230014782,1,Dry,0
T20230014779,2,Wet,1
T20230015801,1,Dry,1
T20230014768,3,Muddy,2
T20230014763,2,Wet,1
T20230014759,1,Dry,1
T20230014756,1,Dry,0
T20230014753,1,Dry,1
T20230014747,1,Dry,0
T20230014745,1,Dry,1
T20230014744,1,Dry,0
T20230014741,1,Dry,1
T20230015007,3,Muddy,1
T20230014915,1,Dry,0
T20230020446,2,Wet,0
T20230015088,2,Wet,0
T20230015832,2,Wet,0
T20230014853,1,Dry,1
T20230015934,1,Dry,0
T20230016773,1,Dry,0
T20230016995,1,Dry,0
T20230014863,1,Dry,1
T20230014889,1,Dry,0
T20230014821,1,Dry,0
T20230014878,2,Wet,1
T20230014984,1,Dry,1
T20230014868,1,Dry,1
T20230014841,2,Wet,1
T20230014860,1,Dry,0
T20230014862,1,Dry,1
T20230014882,2,Wet,1
T20230016665,1,Dry,0
T20230014845,1,Dry,1
T20230014811,1,Dry,1
T20230017887,1,Dry,0
T20230014832,1,Dry,1
T20230014833,1,Dry,1
T20230014883,2,Wet,1
T20230014939,9,Unk.,1
T20230014828,1,Dry,1
T20230014885,1,Dry,1
T20230014856,1,Dry,1
T20230015479,1,Dry,1
T20230014875,1,Dry,0
T20230014835,1,Dry,0
T20230014905,1,Dry,0
T20230015549,2,Wet,0
T20230015318,1,Dry,1
T20230014888,1,Dry,0
T20230015608,1,Dry,0
T20230014796,1,Dry,1
T20230014869,1,Dry,0
T20230014872,2,Wet,0
T20230014876,1,Dry,0
T20230015358,9,Unk.,0
T20230015093,1,Dry,0
T20230014927,1,Dry,1
T20230014934,1,Dry,0
T20230014898,1,Dry,1
T20230014935,1,Dry,0
T20230015090,1,Dry,0
T20230015986,9,Unk.,0
T20230015225,9,Unk.,0
T20230014895,1,Dry,1
T20230014945,1,Dry,0
T20230015758,1,Dry,1
T20230015760,2,Wet,0
T20230014952,1,Dry,0
T20230014955,1,Dry,0
T20230014960,1,Dry,1
T20230014965,1,Dry,1
T20230014990,1,Dry,0
T20230021920,1,Dry,0
T20230014912,1,Dry,0
T20230015092,9,Unk.,1
T20230014914,1,Dry,1
T20230015569,1,Dry,1
T20230015624,1,Dry,0
T20230016434,9,Unk.,0
T20230014911,1,Dry,0
T20230016570,9,Unk.,0
T20230014902,1,Dry,1
T20230015260,1,Dry,1
T20230015042,2,Wet,1
T20230015041,2,Wet,0
T20230015037,1,Dry,1
T20230015036,9,Unk.,1
T20230015035,2,Wet,1
T20230015033,1,Dry,1
T20230015031,2,Wet,1
T20230015030,2,Wet,0
T20230015029,1,Dry,1
T20230015027,2,Wet,1
T20230015026,2,Wet,1
T20230015324,9,Unk.,0
T20230015075,9,Unk.,0
T20230015025,1,Dry,0
T20230015024,2,Wet,0
T20230015022,1,Dry,0
T20230015019,2,Wet,1
T20230015014,2,Wet,1
T20230016210,2,Wet,0
T20230015006,2,Wet,1
T20230015005,1,Dry,1
T20230014996,1,Dry,0
T20230015523,1,Dry,0
T20230016172,1,Dry,1
T20230016801,9,Unk.,0
T20230015179,2,Wet,0
T20230016487,2,Wet,0
T20230014989,1,Dry,1
T20230017831,2,Wet,1
T20230015676,9,Unk.,0
T20230015577,2,Wet,0
T20230017298,2,Wet,0
T20230015062,2,Wet,0
T20230014966,2,Wet,0
T20230014967,1,Dry,0
T20230014973,2,Wet,0
T20230014974,1,Dry,0
T20230014986,1,Dry,1
T20230014993,1,Dry,1
T20230015061,1,Dry,0
T20230015059,1,Dry,1
T20230019028,1,Dry,0
T20230015054,2,Wet,0
T20230015052,2,Wet,1
T20230015051,2,Wet,0
T20230015049,2,Wet,0
T20230015048,2,Wet,1
T20230016176,2,Wet,1
T20230015121,1,Dry,1
T20230015147,1,Dry,0
T20230015072,2,Wet,0
T20230015133,1,Dry,1
T20230021181,2,Wet,0
T20230015166,1,Dry,1
T20230015391,1,Dry,0
T20230015066,1,Dry,0
T20230015082,1,Dry,1
T20230015089,2,Wet,1
T20230015099,1,Dry,1
T20230015943,9,Unk.,1
T20230015080,1,Dry,0
T20230015091,1,Dry,1
T20230015106,1,Dry,0
T20230015521,9,Unk.,1
T20230015070,1,Dry,0
T20230015067,2,Wet,1
T20230015087,1,Dry,0
T20230015159,2,Wet,1
T20230015068,1,Dry,1
T20230015137,2,Wet,1
T20230015663,9,Unk.,0
T20230015599,2,Wet,1
T20230015110,9,Unk.,0
T20230015111,1,Dry,0
T20230015116,1,Dry,1
T20230015117,1,Dry,1
T20230015085,1,Dry,1
T20230015122,1,Dry,1
T20230015123,2,Wet,0
T20230015125,1,Dry,1
T20230015128,1,Dry,0
T20230015071,2,Wet,1
T20230015129,1,Dry,1
T20230015177,2,Wet,1
T20230015130,1,Dry,0
T20230016563,1,Dry,1
T20230015131,1,Dry,1
T20230015894,9,Unk.,0
T20230015096,1,Dry,1
T20230015601,9,Unk.,0
T20230015101,1,Dry,0
T20230015103,1,Dry,0
T20230015180,1,Dry,1
T20230015210,1,Dry,0
T20230015219,1,Dry,1
T20230015220,1,Dry,0
T20230016232,2,Wet,0
T20230015150,2,Wet,0
T20230015931,9,Unk.,1
T20230015994,1,Dry,1
T20230015151,1,Dry,0
T20230015176,9,Unk.,1
T20230015716,1,Dry,0
T20230015173,1,Dry,0
T20230015171,1,Dry,1
T20230015168,1,Dry,0
T20230015406,1,Dry,1
T20230015765,1,Dry,1
T20230015206,1,Dry,0
T20230029608,1,Dry,0
T20230015636,1,Dry,0
T20230017664,1,Dry,1
T20230015541,1,Dry,0
T20230016440,1,Dry,0
T20230015163,2,Wet,1
T20230015140,1,Dry,1
T20230016413,1,Dry,0
T20230015142,1,Dry,0
T20230016384,9,Unk.,0
T20230015238,1,Dry,0
T20230015239,1,Dry,1
T20230029746,2,Wet,1
T20230018124,1,Dry,1
T20230015202,1,Dry,0
T20230015189,1,Dry,0
T20230015185,1,Dry,0
T20230017360,1,Dry,0
T20230015183,1,Dry,0
T20230016350,1,Dry,1
T20230015269,1,Dry,0
T20230019826,2,Wet,0
T20230015272,1,Dry,0
T20230016893,1,Dry,0
T20230015234,2,Wet,1
T20230015236,2,Wet,0
T20230015268,2,Wet,1
T20230015278,2,Wet,0
T20230015321,9,Unk.,1
T20230016005,1,Dry,0
T20230015328,1,Dry,1
T20230015987,1,Dry,0
T20230015267,2,Wet,0
T20230015242,2,Wet,1
T20230016303,2,Wet,1
T20230015265,1,Dry,0
T20230015376,1,Dry,0
T20230015382,1,Dry,0
T20230015482,2,Wet,1
T20230015440,1,Dry,0
T20230015275,2,Wet,1
T20230017557,1,Dry,1
T20230015274,1,Dry,1
T20230015264,1,Dry,1
T20230017732,2,Wet,1
T20230015231,1,Dry,0
T20230015244,2,Wet,0
T20230015245,2,Wet,1
T20230015248,1,Dry,0
T20230015255,1,Dry,0
T20230015232,2,Wet,1
T20230015224,2,Wet,0
T20230015273,1,Dry,0
T20230029465,9,Unk.,0
T20230015237,2,Wet,1
T20230015326,1,Dry,1
T20230015320,1,Dry,0
T20230015309,1,Dry,0
T20230015308,2,Wet,1
T20230015307,1,Dry,0
T20230015306,2,Wet,1
T20230015305,2,Wet,1
T20230015302,2,Wet,0
T20230014948,9,Unk.,0
T20230015467,1,Dry,1
T20230017056,2,Wet,0
T20230016643,9,Unk.,0
T20230016967,1,Dry,1
T20230017003,1,Dry,0
T20230015347,1,Dry,1
T20230015346,1,Dry,1
T20230015344,1,Dry,1
T20230015343,1,Dry,0
T20230016787,1,Dry,0
T20230015340,1,Dry,0
T20230015339,1,Dry,0
T20230015338,1,Dry,1
T20230015337,2,Wet,1
T20230015336,1,Dry,1
T20230015334,1,Dry,1
T20230015289,2,Wet,1
T20230015288,1,Dry,1
T20230015286,1,Dry,1
T20230015283,2,Wet,1
T20230015282,2,Wet,1
T20230016502,3,Muddy,0
T20230015726,1,Dry,0
T20230015803,2,Wet,0
T20230015840,9,Unk.,1
T20230015327,1,Dry,1
T20230015614,1,Dry,0
T20230015566,1,Dry,1
T20230016362,1,Dry,0
T20230015592,9,Unk.,0
T20230017217,1,Dry,1
T20230015483,1,Dry,0
T20230015478,1,Dry,1
T20230015426,1,Dry,1
T20230015459,2,Wet,1
T20230015421,2,Wet,1
T20230016083,1,Dry,0
T20230015398,1,Dry,1
T20230015392,1,Dry,1
T20230015725,9,Unk.,1
T20230017675,1,Dry,1
T20230015407,1,Dry,0
T20230015477,1,Dry,1
T20230015423,1,Dry,1
T20230016141,1,Dry,0
T20230015532,1,Dry,0
T20230015509,1,Dry,1
T20230015430,1,Dry,0
T20230015560,1,Dry,1
T20230016878,1,Dry,0
T20230015444,1,Dry,1
T20230015390,1,Dry,1
T20230015420,1,Dry,1
T20230015418,1,Dry,1
T20230015415,1,Dry,1
T20230015414,1,Dry,1
T20230015413,1,Dry,1
T20230015412,1,Dry,1
T20230015411,2,Wet,1
T20230017021,1,Dry,0
T20230015408,1,Dry,1
T20230015404,1,Dry,1
T20230015402,1,Dry,0
T20230015400,5,Icy,1
T20230015389,1,Dry,1
T20230015388,9,Unk.,0
T20230015379,1,Dry,0
T20230015374,1,Dry,1
T20230015365,1,Dry,0
T20230015354,1,Dry,1
T20230015351,1,Dry,1
T20230015349,2,Wet,1
T20230015460,9,Unk.,0
T20230015499,2,Wet,1
T20230015458,1,Dry,1
T20230015484,2,Wet,0
T20230015451,2,Wet,1
T20230015494,2,Wet,1
T20230015989,1,Dry,0
T20230016562,1,Dry,0
T20230015472,2,Wet,0
T20230015466,1,Dry,1
T20230015441,1,Dry,1
T20230015465,2,Wet,0
T20230015425,1,Dry,0
T20230015981,9,Unk.,0
T20230015638,1,Dry,1
T20230015476,2,Wet,1
T20230015503,2,Wet,0
T20230017146,2,Wet,1
T20230015495,2,Wet,0
T20230017047,2,Wet,0
T20230015433,2,Wet,1
T20230015948,1,Dry,0
T20230015480,1,Dry,1
T20230015481,2,Wet,0
T20230015854,1,Dry,0
T20230015510,2,Wet,0
T20230015496,2,Wet,1
T20230015515,1,Dry,1
T20230015511,1,Dry,1
T20230015573,2,Wet,0
T20230015463,2,Wet,1
T20230015485,2,Wet,1
T20230016973,9,Unk.,0
T20230015462,1,Dry,0
T20230016623,9,Unk.,1
T20230015992,9,Unk.,0
T20230015587,1,Dry,0
T20230015588,1,Dry,0
T20230015590,1,Dry,0
T20230015537,1,Dry,1
T20230015540,1,Dry,1
T20230015650,1,Dry,0
T20230018367,2,Wet,1
T20230015550,2,Wet,1
T20230015646,2,Wet,0
T20230015551,1,Dry,1
T20230015619,1,Dry,1
T20230015553,2,Wet,1
T20230015615,1,Dry,0
T20230015556,2,Wet,1
T20230015612,1,Dry,1
T20230015611,1,Dry,1
T20230015610,1,Dry,1
T20230015557,1,Dry,0
T20230015606,1,Dry,1
T20230015604,1,Dry,1
T20230015603,1,Dry,1
T20230015701,1,Dry,1
T20230015520,2,Wet,1
T20230015527,2,Wet,0
T20230017312,3,Muddy,0
T20230016301,1,Dry,0
T20230016215,1,Dry,0
T20230015594,1,Dry,1
T20230018227,9,Unk.,0
T20230015563,1,Dry,1
T20230016084,1,Dry,1
T20230015698,1,Dry,1
T20230016559,1,Dry,1
T20230016155,1,Dry,0
T20230015572,1,Dry,1
T20230015574,1,Dry,1
T20230019703,1,Dry,0
T20230015914,1,Dry,0
T20230015916,9,Unk.,1
T20230015617,1,Dry,0
T20230015923,9,Unk.,1
T20230015655,1,Dry,1
T20230015683,2,Wet,0
T20230018894,9,Unk.,0
T20230015580,1,Dry,1
T20230015665,2,Wet,1
T20230015542,1,Dry,1
T20230015721,1,Dry,0
T20230015719,1,Dry,1
T20230015834,1,Dry,0
T20230016271,1,Dry,1
T20230015581,1,Dry,0
T20230018953,9,Unk.,0
T20230015622,1,Dry,0
T20230015694,2,Wet,1
T20230016174,9,Unk.,0
T20230015697,2,Wet,1
T20230015668,1,Dry,1
T20230015702,1,Dry,0
T20230015660,1,Dry,1
T20230015711,1,Dry,1
T20230015723,1,Dry,1
T20230015671,1,Dry,1
T20230015657,1,Dry,0
T20230015673,1,Dry,1
T20230015679,1,Dry,1
T20230015953,9,Unk.,1
T20230015682,1,Dry,1
T20230017530,2,Wet,1
T20230015648,1,Dry,0
T20230015690,1,Dry,1
T20230015642,1,Dry,0
T20230015699,2,Wet,0
T20230015659,1,Dry,1
T20230015755,1,Dry,1
T20230018055,9,Unk.,1
T20230015641,9,Unk.,0
T20240000743,1,Dry,0
T20230016977,1,Dry,1
T20230016976,9,Unk.,0
T20230017185,1,Dry,0
T20230015792,5,Icy,2
T20230015684,1,Dry,0
T20230015630,2,Wet,0
T20230016627,1,Dry,1
T20230015686,1,Dry,0
T20230015639,1,Dry,1
T20230015634,1,Dry,0
T20230015693,1,Dry,1
T20230016856,1,Dry,1
T20230015656,1,Dry,0
T20230015626,1,Dry,1
T20230015901,9,Unk.,0
T20230016661,1,Dry,0
T20230015794,1,Dry,1
T20230015793,1,Dry,1
T20230015791,1,Dry,1
T20230015790,1,Dry,1
T20230015789,1,Dry,1
T20230015787,1,Dry,0
T20230015785,1,Dry,1
T20230016311,1,Dry,0
T20230015782,1,Dry,0
T20230016606,9,Unk.,0
T20230015781,1,Dry,0
T20230015777,1,Dry,1
T20230015744,2,Wet,0
T20230015775,1,Dry,1
T20230015750,1,Dry,1
T20230015771,1,Dry,1
T20230015768,1,Dry,0
T20230016688,1,Dry,0
T20230015738,2,Wet,1
T20230028064,9,Unk.,0
T20230015734,1,Dry,0
T20230015732,1,Dry,0
T20230015730,1,Dry,0
T20230015724,1,Dry,0
T20230021892,1,Dry,1
T20230015718,1,Dry,0
T20230015715,2,Wet,1
T20230015717,1,Dry,1
T20230015710,1,Dry,1
T20230015705,2,Wet,0
T20230015704,2,Wet,1
T20230016729,1,Dry,1
T20230016420,1,Dry,0
T20230016712,1,Dry,0
T20230017988,1,Dry,0
T20230021344,1,Dry,0
T20230015818,1,Dry,1
T20230015819,1,Dry,0
T20230018370,1,Dry,0
T20230016129,1,Dry,0
T20230015841,1,Dry,0
T20230015848,1,Dry,0
T20230023229,1,Dry,0
T20230018531,2,Wet,1
T20230016956,1,Dry,0
T20230016621,9,Unk.,1
T20230019000,1,Dry,0
T20230016372,1,Dry,0
T20230016243,1,Dry,0
T20230015742,1,Dry,0
T20230016591,1,Dry,1
T20230017385,9,Unk.,0
T20230015807,2,Wet,0
T20230015795,2,Wet,1
T20230015900,9,Unk.,0
T20230017175,5,Icy,1
T20230015865,1,Dry,1
T20230015971,1,Dry,1
T20230015838,1,Dry,1
T20230015859,1,Dry,0
T20230015857,1,Dry,0
T20230017219,1,Dry,0
T20230016251,1,Dry,0
T20230015862,1,Dry,0
T20230015869,1,Dry,1
T20230015892,2,Wet,1
T20230019676,2,Wet,0
T20230015881,2,Wet,0
T20230015845,1,Dry,1
T20230018892,1,Dry,0
T20230015836,2,Wet,1
T20230015880,1,Dry,1
T20230017399,2,Wet,0
T20230015805,2,Wet,1
T20230015863,1,Dry,1
T20230015835,1,Dry,1
T20230015799,1,Dry,1
T20230016674,9,Unk.,0
T20230015815,1,Dry,0
T20230015866,1,Dry,1
T20230015908,1,Dry,0
T20230017468,4,Snowy,1
T20230015831,2,Wet,0
T20230015829,2,Wet,1
T20230015825,1,Dry,0
T20230015817,2,Wet,1
T20230017528,1,Dry,0
T20230015858,1,Dry,0
T20230015877,2,Wet,0
T20230015813,1,Dry,1
T20230015811,2,Wet,1
T20230015878,2,Wet,1
T20230015872,1,Dry,1
T20230015904,2,Wet,0
T20230015938,1,Dry,0
T20230015979,1,Dry,1
T20230015940,2,Wet,1
T20230019436,1,Dry,1
T20230017126,2,Wet,1
T20230017187,1,Dry,0
T20240004478,9,Unk.,0
T20230015886,2,Wet,1
T20230017843,2,Wet,0
T20230017044,9,Unk.,0
T20230015937,1,Dry,1
T20230015936,1,Dry,1
T20230015933,2,Wet,0
T20230015932,2,Wet,1
T20230015929,2,Wet,0
T20230015927,2,Wet,1
T20230015891,2,Wet,0
T20230016615,3,Muddy,1
T20230015949,2,Wet,1
T20230015895,2,Wet,1
T20230015947,2,Wet,1
T20230015903,2,Wet,0
T20230016049,2,Wet,0
T20230019020,9,Unk.,0
T20230015996,1,Dry,1
T20230017248,1,Dry,0
T20230015975,5,Icy,0
T20230015997,1,Dry,0
T20230016001,1,Dry,1
T20230016020,1,Dry,1
T20230015978,2,Wet,0
T20230016096,1,Dry,1
T20230016018,1,Dry,0
T20230016016,1,Dry,1
T20230023153,9,Unk.,1
T20230015952,2,Wet,1
T20230015950,1,Dry,0
T20230017206,9,Unk.,1
T20230017877,1,Dry,1
T20230017845,9,Unk.,0
T20230016013,1,Dry,1
T20230016002,1,Dry,0
T20230016045,1,Dry,1
T20230015977,1,Dry,1
T20230015954,1,Dry,0
T20230016010,1,Dry,0
T20230016007,1,Dry,0
T20230015995,1,Dry,1
T20230015957,1,Dry,1
T20230018139,9,Unk.,1
T20230016006,1,Dry,1
T20230016715,1,Dry,0
T20230016379,1,Dry,1
T20230015985,5,Icy,1
T20230016087,1,Dry,0
T20230016086,1,Dry,1
T20230016072,1,Dry,1
T20230016061,1,Dry,0
T20230016059,1,Dry,0
T20230016055,2,Wet,0
T20230016052,1,Dry,0
T20230016023,1,Dry,1
T20230016026,1,Dry,1
T20230016028,1,Dry,0
T20230016030,2,Wet,1
T20230016033,3,Muddy,1
T20230016036,1,Dry,1
T20230016037,1,Dry,0
T20230016367,1,Dry,0
T20230016038,1,Dry,1
T20230016997,9,Unk.,0
T20230016336,1,Dry,1
T20230016041,1,Dry,0
T20230016065,9,Unk.,0
T20230016048,1,Dry,0
T20230016185,1,Dry,1
T20230016700,1,Dry,0
T20230016181,1,Dry,1
T20230016088,1,Dry,1
T20230016089,1,Dry,0
T20230016766,2,Wet,0
T20230016091,1,Dry,1
T20230016095,1,Dry,1
T20230016098,1,Dry,1
T20230019590,1,Dry,0
T20230016101,9,Unk.,0
T20230020589,9,Unk.,0
T20230016104,1,Dry,1
T20230016257,9,Unk.,0
T20230016105,1,Dry,1
T20230016107,1,Dry,0
T20230016108,1,Dry,0
T20230016902,9,Unk.,0
T20230016109,1,Dry,0
T20230016111,1,Dry,0
T20230020275,1,Dry,0
T20230016151,1,Dry,1
T20230017065,1,Dry,0
T20230016135,1,Dry,0
T20230016131,1,Dry,0
T20230016519,1,Dry,1
T20230017542,1,Dry,0
T20230016114,1,Dry,1
T20230016113,1,Dry,0
T20230016161,1,Dry,0
T20230016213,1,Dry,0
T20230016179,1,Dry,1
T20230016407,1,Dry,1
T20230024453,2,Wet,0
T20230016118,1,Dry,1
T20230016200,1,Dry,1
T20230016280,9,Unk.,0
T20230016120,1,Dry,0
T20230016196,1,Dry,1
T20230016126,5,Icy,1
T20230018869,1,Dry,0
T20230016193,1,Dry,0
T20230016191,1,Dry,0
T20230016180,1,Dry,0
T20230016128,1,Dry,0
T20230016130,1,Dry,0
T20230016133,1,Dry,1
T20230016134,1,Dry,0
T20230016143,1,Dry,1
T20230016144,1,Dry,0
T20230016146,1,Dry,1
T20230016147,1,Dry,1
T20230016152,1,Dry,1
T20230016154,1,Dry,0
T20230016491,1,Dry,0
T20230016160,1,Dry,1
T20230019336,9,Unk.,0
T20230016164,1,Dry,0
T20230016165,1,Dry,1
T20230016304,1,Dry,0
T20230016170,1,Dry,0
T20230016166,2,Wet,1
T20230016171,1,Dry,1
T20230016226,1,Dry,0
T20230016173,1,Dry,0
T20230016253,1,Dry,1
T20230016175,1,Dry,1
T20230016177,1,Dry,0
T20230016899,1,Dry,0
T20230016261,1,Dry,0
T20230016270,1,Dry,1
T20230016324,1,Dry,1
T20230016178,1,Dry,0
T20230022201,1,Dry,0
T20230016214,1,Dry,1
T20230016706,1,Dry,0
T20230016285,1,Dry,0
T20230016283,1,Dry,0
T20230016282,1,Dry,0
T20230016679,1,Dry,0
T20230016278,1,Dry,0
T20230016275,1,Dry,0
T20230016274,1,Dry,0
T20230016205,1,Dry,0
T20230016209,1,Dry,1
T20230017545,1,Dry,1
T20230016216,1,Dry,1
T20230020128,1,Dry,0
T20230016220,1,Dry,1
T20230019004,9,Unk.,0
T20230016777,1,Dry,1
T20230016783,1,Dry,0
T20230016268,1,Dry,1
T20230016267,1,Dry,0
T20230016263,1,Dry,0
T20230016258,1,Dry,1
T20230016318,9,Unk.,0
T20230016256,1,Dry,0
T20230016249,1,Dry,0
T20230016241,1,Dry,1
T20230016229,1,Dry,1
T20230016561,1,Dry,0
T20230017387,1,Dry,0
T20230016297,1,Dry,0
T20230016290,1,Dry,0
T20230016289,1,Dry,0
T20230016260,1,Dry,0
T20230016348,1,Dry,1
T20230016380,1,Dry,0
T20230016393,1,Dry,0
T20230016358,1,Dry,0
T20230016338,1,Dry,0
T20230017684,9,Unk.,0
T20230016580,1,Dry,0
T20230017493,1,Dry,0
T20230016657,1,Dry,1
T20230018709,1,Dry,0
T20230016356,1,Dry,0
T20230018153,1,Dry,1
T20230016490,1,Dry,0
T20230016385,1,Dry,0
T20230016389,1,Dry,0
T20230016707,1,Dry,0
T20230016696,1,Dry,0
T20230016390,1,Dry,1
T20230016437,1,Dry,0
T20230016357,1,Dry,1
T20230018349,1,Dry,0
T20230016359,9,Unk.,0
T20230016341,1,Dry,0
T20230016660,1,Dry,0
T20230016343,1,Dry,1
T20230016345,1,Dry,1
T20230016360,1,Dry,0
T20230016987,1,Dry,0
T20230016361,1,Dry,1
T20230016365,1,Dry,0
T20230016368,1,Dry,0
T20230016373,1,Dry,1
T20230016375,1,Dry,1
T20230016619,1,Dry,0
T20230016376,1,Dry,0
T20230016377,1,Dry,0
T20230016347,1,Dry,0
T20230016327,1,Dry,1
T20230018158,1,Dry,1
T20230016790,1,Dry,0
T20230016549,1,Dry,0
T20230016351,1,Dry,0
T20230016352,1,Dry,1
T20230016332,1,Dry,1
T20230016654,1,Dry,0
T20230016307,1,Dry,1
T20230016306,1,Dry,0
T20230016354,1,Dry,1
T20230016586,1,Dry,0
T20230016302,1,Dry,0
T20230016298,1,Dry,1
T20230016636,1,Dry,0
T20230016293,1,Dry,1
T20230016454,1,Dry,0
T20230016453,2,Wet,0
T20230016449,1,Dry,0
T20230017062,1,Dry,0
T20230016853,1,Dry,0
T20230016841,5,Icy,1
T20230016443,2,Wet,1
T20230016455,2,Wet,1
T20230016475,2,Wet,0
T20230016474,2,Wet,0
T20230016993,1,Dry,1
T20230016472,2,Wet,1
T20230017893,1,Dry,0
T20230017138,2,Wet,0
T20230016471,1,Dry,1
T20230016470,1,Dry,0
T20230016468,2,Wet,0
T20230016476,1,Dry,0
T20230016466,1,Dry,0
T20230022538,9,Unk.,0
T20230016463,2,Wet,0
T20230016396,1,Dry,0
T20230016408,1,Dry,1
T20230016412,1,Dry,0
T20230016462,1,Dry,1
T20230016419,1,Dry,0
T20230018837,1,Dry,0
T20230016423,1,Dry,1
T20240003793,1,Dry,0
T20230017820,2,Wet,0
T20230016435,1,Dry,0
T20230016429,1,Dry,0
T20230016460,2,Wet,0
T20230016438,2,Wet,1
T20230016457,1,Dry,1
T20230016442,1,Dry,1
T20230016478,1,Dry,1
T20230021899,1,Dry,0
T20230016446,2,Wet,0
T20230016448,2,Wet,1
T20230016451,1,Dry,0
T20230016751,2,Wet,0
T20230016498,1,Dry,1
T20230016557,1,Dry,0
T20230017122,1,Dry,0
T20230017309,1,Dry,0
T20230016553,1,Dry,0
T20230017171,1,Dry,0
T20230016509,1,Dry,1
T20230016594,1,Dry,1
T20230016568,1,Dry,0
T20230016535,1,Dry,1
T20230016517,1,Dry,1
T20230016883,1,Dry,1
T20230017572,1,Dry,0
T20230016505,1,Dry,0
T20230016537,1,Dry,0
T20230016544,1,Dry,1
T20230016546,1,Dry,0
T20230016503,1,Dry,0
T20230016514,1,Dry,0
T20230016555,1,Dry,1
T20230016520,1,Dry,1
T20230016554,1,Dry,1
T20230017112,9,Unk.,0
T20230016984,1,Dry,1
T20230016524,1,Dry,1
T20230016526,1,Dry,1
T20230016484,1,Dry,1
T20230016515,1,Dry,1
T20230016499,1,Dry,1
T20230016511,1,Dry,1
T20230016756,9,Unk.,0
T20230020276,1,Dry,1
T20230016528,1,Dry,1
T20230016497,1,Dry,1
T20230016529,1,Dry,0
T20230018919,9,Unk.,1
T20230020547,1,Dry,0
T20230016492,1,Dry,1
T20230016500,9,Unk.,0
